                     DRAW OF Rs.750/- PRIZE BOND

		        Held At Peshawar
Draw No:94th
Series:	Common Draw					Date:17/04/2023

----------------------------------------------------------------------------------


First Prize of Rs.1,500,000/-

544692
----------------------------------------------------------------------------------

Second Prize of Rs.Rs.500,000/- each.

079943      428117    608818

----------------------------------------------------------------------------------	
						
1696 Prize(s) of 9,300/-  Each

000295	034732	064565	091510	124051	155096	191597	221838	253560	287676	314701
000315	034746	064669	091875	126052	155132	191644	221944	254486	288498	315438
001067	035217	064925	093050	126871	155335	191879	222033	255401	290083	315517
001295	035271	066958	093322	127152	155776	191892	222220	256094	290822	317001
001479	035446	067603	093515	128090	157562	191955	222643	257179	291253	317091
002266	035548	068079	093679	128275	158188	196034	224256	257541	291419	318222
004313	035785	069108	093716	128379	158272	196305	224257	257576	291598	318286
004890	036636	070945	094458	128784	158788	196949	224592	258107	291618	319688
005339	037223	071579	094787	129285	159328	197275	224832	258209	291768	320967
005366	037826	072369	095080	130059	159866	198454	225421	258643	292664	322051
005524	038407	073032	098727	130842	160129	198623	225905	258957	292726	322108
006537	040951	073238	100048	130905	160406	199473	226725	259064	292824	322128
006770	043674	073291	100465	131226	160690	199518	227055	259415	293251	322469
007823	043930	073869	100480	131517	161838	199618	227071	260865	293429	322884
008043	043966	074794	100760	131598	161888	200841	227331	261451	294012	323250
008129	043973	075331	101924	131694	161966	201338	227606	262689	294086	323424
008442	044257	076391	102443	131745	162565	201987	228851	263727	294452	323662
008913	045982	077176	103524	132059	164083	203304	229407	263830	294598	327846
011611	046851	077906	104343	132139	165777	203620	230074	264578	294736	327917
012354	047260	078117	104360	132616	166406	203993	231892	264761	294936	328565
014948	048920	078174	105581	133333	166782	204574	233051	264979	295735	328665
017110	049259	078450	106007	134372	167104	205414	233177	265224	296281	328757
017248	050223	078767	106153	134661	167449	205870	233744	265674	297975	329842
018018	051627	078895	106288	135325	168040	205934	233864	265771	299882	330608
018048	051677	078925	106388	135583	168096	206471	234419	265833	299938	330937
018130	054066	078976	106569	135691	169389	206644	235097	267852	300360	331502
019746	054114	079351	106790	136167	171075	207953	236959	268049	301774	332318
020097	054326	079396	106838	136712	171909	209457	237601	269006	302862	332968
020150	054853	079466	107961	137467	173102	210646	238306	269057	303149	334141
020220	055251	079941	108481	140172	173611	212206	239395	269790	304605	336789
020380	055253	079959	108917	142513	175409	212888	239691	269839	305725	337893
020847	055399	080353	109024	142739	176737	212894	240642	270289	305744	339759
021469	055886	080947	110738	143344	177198	213399	240749	271065	305943	340201
022045	056528	081051	111669	144176	177447	213553	240847	271620	306131	340788
022229	057182	081855	112375	144854	177568	213816	241617	272287	306286	340895
022857	057216	082029	112463	144871	177932	213874	241745	272810	306473	341168
023010	057386	083057	112910	145779	178154	214024	244045	274091	307166	342108
023513	057460	083485	114946	146543	180400	216140	244173	274361	307385	342970
025010	057762	084229	115835	146907	181713	216267	244213	274566	307870	343066
025077	057962	084811	116636	147732	182432	217148	244453	274711	308498	343185
028650	058010	085046	116873	149827	182966	217788	244885	274979	309905	343483
028872	058217	085643	117019	149965	183204	217954	244934	275290	310309	343906
029749	058268	085737	117158	150068	185341	218005	244976	276926	311040	344026
030333	059243	086610	118304	151546	185442	218357	245045	277732	311608	344143
031505	059262	087432	118814	152445	185512	218406	245814	278382	311800	344654
032320	059454	088507	119316	152479	187214	218607	246198	278453	312854	345292
032753	059668	088668	119647	152622	188156	218798	247643	279205	312890	345947
032758	059926	089073	119907	152772	190020	219121	247947	279564	313524	346529
032997	061291	089603	120747	154820	190996	219728	249346	279842	313544	347108
033469	061970	089631	122046	154879	191113	219792	249942	282973	314039	347810
034194	063906	091225	122763	155042	191325	220854	252067	284109	314193	347974
034270	064083	091495	123158	155070	191484	221033	253221	284222	314622	348191
										
										
348466	381894	412851	441082	464169	494941	532851	558347	583335	614017	635321
349297	382640	412905	441087	465404	495136	533097	558443	584036	615175	635758
349339	384277	413481	442240	465485	496638	533434	559235	584268	615302	636828
349697	384509	413737	442313	465542	496842	533877	559436	584639	615576	637016
349809	384554	414554	442469	465646	498333	533930	559668	584889	615640	637047
352026	385137	414945	442985	466802	498620	535527	559722	585246	615988	637218
352125	385389	415258	442993	469736	498901	536695	560536	585585	616475	638734
352784	385761	416148	443256	469780	498949	536759	560668	587155	616658	638774
355275	385808	416873	443628	470111	499431	537041	561066	587855	616874	638785
355358	386042	417705	443777	470423	499785	537228	562486	587995	617306	639661
356310	386187	417884	443868	470425	501549	537528	562586	588049	617445	639681
356695	386379	417938	444231	473494	501555	537642	563224	588207	618213	640064
357062	387503	418180	445390	473739	502492	537709	563607	591236	618308	640980
357182	387848	418208	446129	475730	502881	537939	563839	591401	618938	641301
358032	388044	418297	446209	475758	503385	538524	564465	592867	619612	642217
358483	389154	418433	446268	476115	503659	538673	564873	593450	619615	643203
358564	389481	418544	446319	477405	506449	539074	565706	593543	620123	643238
358828	389705	418630	446675	477954	507652	540861	565882	594664	620221	643527
359574	390435	419399	446837	478344	508034	540865	566589	595534	620991	643760
361099	390889	421213	446908	479484	508890	541200	566683	596183	621261	645045
361323	391192	422634	447898	479600	509288	541415	567587	596914	621288	645106
361573	392998	422893	448032	479615	510200	541625	568500	598019	621412	646350
362348	393192	422944	448965	480531	510597	541761	569253	598560	621504	646401
362641	393333	425665	450478	480643	511236	542687	570482	598764	621656	646894
363083	396996	425878	451086	481176	512706	543079	571222	600198	622023	648698
363413	397610	426083	451652	481626	513079	543148	571292	600577	622224	649079
364318	398198	426348	452070	481976	513441	543886	572032	601209	622631	649360
365387	398838	426427	452132	482109	515172	543907	572854	601299	622924	650377
366052	400207	426445	452195	482448	515537	545093	572916	601337	623606	651256
366379	400309	426529	452285	482874	515590	549085	572950	601536	623976	652111
367466	400413	427147	452929	483327	516562	550487	573198	601537	624430	652181
367824	401615	427174	452937	483571	516895	550824	573205	601610	624832	652224
368398	401902	427239	452957	483644	517117	550846	573594	603004	625407	652441
368648	402546	428757	452982	484240	518530	551092	574132	603218	625411	654380
368940	403209	430183	453090	485169	518699	552069	574942	603507	625786	655126
369051	403598	430935	453352	486009	518956	552487	575178	603879	626007	655587
369647	403966	431387	454323	489130	523886	554285	575253	603930	626204	656113
370986	404443	432119	454961	489316	524170	554365	575586	603990	626230	656274
373031	405062	432509	455411	489435	524723	554848	576362	603992	626308	657988
373881	405822	432586	458315	490030	524824	554872	576508	604496	626747	660998
375114	406097	432669	458675	491106	525441	555252	576559	605061	627167	662397
375980	406103	432723	458844	491200	525882	555525	576999	607418	627191	664236
376136	406569	433464	458936	491261	526195	555763	577010	607625	628422	664355
376962	406923	433563	459610	491428	526775	556092	577444	608134	628463	664625
377048	408024	436953	459849	491497	527088	556788	578543	608621	628491	664838
377192	408067	437364	461002	492222	528699	557157	579322	608886	632133	665440
377529	409296	437605	461768	492922	528846	557199	580337	609228	632174	665737
377938	409401	437971	463107	493217	528972	557200	580757	610332	632379	669037
378728	409995	438196	463220	494133	529814	557209	582404	610623	632957	669292
380031	412034	440061	463700	494441	530649	557221	582687	611743	634334	670558
380127	412056	440087	463850	494498	532452	557320	583133	612449	634576	671249
381831	412132	440584	464102	494583	532458	557326	583281	613676	634763	672405
										
										
672434	705493	737917	765595	794128	823818	859465	886626	917896	951948	978351
672934	706201	739520	766031	794580	824084	859470	886717	919408	953274	978660
673506	706372	739632	767928	794584	826396	860669	887310	922246	953855	978726
673530	706441	740848	768048	795003	826723	860817	887542	922414	954200	978752
674247	706575	740922	768057	796122	826771	861945	887625	923148	955075	978754
675327	708350	740966	769734	797118	827389	862850	887761	923232	955335	980447
676126	709814	740996	769803	797329	828064	863060	888774	924211	955401	980945
677055	711281	741407	771218	798671	830082	863140	889180	925080	955581	981018
678774	711353	741684	771463	798850	830934	866903	890076	925259	955664	981229
679022	711547	743399	771551	798919	831320	867133	890314	925369	956055	981339
679064	711586	744318	771701	799631	831747	867821	891000	926046	956155	981379
679178	712386	744511	772339	800104	831766	867938	892587	926325	956232	981947
679236	712494	745784	772578	800228	831857	868469	893268	926461	956635	983817
679821	713374	745870	772977	800433	832014	869099	895811	926886	956642	983929
681556	713443	746183	773479	800564	832549	869159	896176	928075	956851	984128
683252	713562	746269	775088	801364	832846	869345	897338	929198	956935	985231
683357	714559	746793	775358	802264	833033	869607	897778	929239	957386	988085
684014	715519	747153	775574	802821	834383	870447	897924	929474	957401	989020
684085	718748	748337	777416	803013	835139	872022	899127	929877	957694	989808
684266	720086	748536	777752	803130	836118	872050	899407	930689	958530	989838
684340	720116	748626	778687	803182	837198	872066	899501	931360	958554	990030
684720	721365	749153	778777	803628	837481	872156	899879	932607	959109	991462
684906	721543	749800	780468	804098	837700	872204	900195	933294	959222	991658
686910	722696	749875	780541	804649	837986	872292	900469	934212	962031	993538
687010	722748	750969	781060	805068	839610	872298	900705	934967	962735	993569
687180	723295	754035	782834	805378	839734	872855	900981	935428	962960	993630
688406	723830	754275	783521	805470	840079	876282	901330	936722	963151	993718
690347	723831	754749	783538	805500	840473	876873	901596	937142	964542	993749
691415	724803	755279	784114	805812	840553	877177	902466	937627	964888	993786
691471	725340	755356	784565	806461	841309	877398	902889	937763	964950	993953
692145	726233	755537	785025	808182	841501	877830	903503	937839	965668	994016
692916	726886	755682	785328	808460	841771	878846	903833	937896	965823	994205
694200	727641	757061	785379	808970	842006	879324	903889	938648	965920	994426
695290	727651	757925	785685	809526	842704	879400	903971	938978	966423	995166
695417	727958	758034	786020	811507	843079	880035	904377	939934	966962	995203
695462	728565	758787	787568	813391	844851	880492	905067	941034	968284	996492
695600	728961	759060	787569	813568	845564	880505	905411	941277	969147	996774
696410	730106	759144	788520	814156	846354	881198	906191	941341	969421	997395
698010	730465	759517	788884	815051	847126	881239	906698	941377	969874	998024
699050	732125	759756	788970	815317	847607	881498	907076	941500	971259	998442
700153	732142	760194	789064	815446	849830	883452	909959	942979	971350	999303
700265	732486	760992	790389	815712	850221	883876	910586	943610	972079	999546
700402	732932	762146	790465	818390	850487	884016	911925	947184	972353	******
700632	732978	762700	791323	818551	852081	885352	913100	947858	972524	******
701190	733646	763153	792105	818949	854433	885681	913359	947999	972851	******
701537	733657	763457	793069	819969	855203	885685	914447	948184	973566	******
703205	733815	764585	793081	820226	855365	885776	915583	949751	974382	******
703721	734402	764638	793361	820958	856690	885856	915974	950587	975396	******
703917	736137	764789	793416	822006	857402	886038	916445	950911	977162	******
703999	737287	764916	793695	823147	859018	886108	917832	950953	977390	******
705287	737763	764970	793789	823151	859275	886478	917846	951917	977542	******
