PART-II								Page No.(1)		
										
  100TH DRAW OF RS.750/- DENOMINATION NATIONAL PRIZE BONDS HELD AT 										
"FAISALABAD ON 15TH OCTOBER, 2024 - 1696 PRIZES OF RS.9,300/- EACH"	


871778 First price 1,500,000
249962 Second price 500,000
448780 Second price 500,000
499322 Second price 500,000									
										
000304	029762	062984	094311	129578	158051	193066	226177	254183	286255	314663
000653	031339	063201	094385	129777	158331	194188	226979	254408	287618	315047
001013	032576	063657	095065	129851	158709	195231	227156	254980	287956	315074
001422	032645	064459	096202	130632	160176	195505	229482	254984	288026	315177
001688	033842	065310	096902	130747	160242	195551	229969	255545	288399	315603
003375	034065	067017	098083	130750	160409	197047	231350	255700	288877	316084
003475	034451	067865	098195	131184	160581	197936	231731	256052	289035	316501
003496	037189	068387	098899	131305	160728	199907	232149	256208	289455	316993
003647	037759	068830	099094	131648	162489	200732	233114	256614	289546	317131
006130	037900	069289	099181	131805	162600	201104	233333	256773	289965	317401
006300	038232	069739	101146	132057	162610	201164	233769	257032	290013	317527
006530	038234	070346	101279	132707	163244	201302	233793	257191	290617	317624
007477	038563	070651	101744	133483	163670	201521	234657	257580	291408	320822
007814	038621	071870	102112	133634	164510	201538	235283	258031	292169	320992
008170	038679	072113	102273	135458	165758	202188	235942	258372	292828	322166
008299	041008	072712	102872	137515	165919	202887	236309	258892	293428	322298
008366	041039	074330	102976	137822	166902	203868	236397	258982	294008	323223
008389	041251	074971	103298	138383	167957	204617	236981	259307	294014	323493
008665	041573	075052	103461	139165	167961	204762	237328	260322	294618	323864
010657	042055	075179	104210	139407	168242	205363	237375	262309	294999	324569
013554	042675	075570	104298	140691	168344	205399	237478	262596	296036	325548
013814	042861	075687	105136	140977	169268	205709	238141	263547	296459	326886
014166	042994	076106	105231	141120	170851	206042	238551	264725	296747	326909
014501	043199	076372	106096	142163	171136	206652	239310	265161	296840	327183
014785	043333	077076	106779	142881	172379	209391	239394	266324	296841	328586
015493	044831	077880	107744	143156	174224	210256	240072	267526	296964	329435
015501	045610	078515	107811	143947	174588	210337	241095	267708	298205	330432
