                     DRAW OF Rs.750/- PRIZE BOND

		        Held At Muzaffarabad
Draw No:96th
Series:	Common Draw					Date:16/10/2023

----------------------------------------------------------------------------------


First Prize of Rs.1,500,000/-

593831
----------------------------------------------------------------------------------

Second Prize of Rs.Rs.500,000/- each.

513366      827500    894418

----------------------------------------------------------------------------------	
						
1696 Prize(s) of 9,300/-  Each


000224	028443	056457	078888	108773	137074	166631	193081	230412	260811	299891
000340	028468	056480	079069	109094	137553	167150	193589	231042	262734	300388
000387	028535	056617	079150	109474	137555	167213	193940	231366	262737	300976
001561	028731	056939	079523	109986	137677	167772	194503	231741	263187	301105
001686	028922	056960	080863	110485	139202	168579	196712	232008	264200	301654
001978	029159	057635	080901	110544	139349	168832	197470	232063	265418	302944
002342	029964	057818	081149	110975	141314	168887	197539	232308	266080	303232
002387	030986	058190	081281	111289	141347	169235	198321	232499	266555	304741
003784	031101	058967	081325	111502	141710	169251	198658	233180	267591	304820
004024	031150	059278	081576	111748	143012	169386	199743	234126	268701	305761
004049	032338	059920	082588	113098	143197	169811	199760	234927	270523	305831
005265	032855	060132	083016	113831	144814	170873	201583	235759	271174	306379
005431	034058	060384	083922	114662	145435	170956	202188	236409	272435	306804
005529	034557	060677	084319	115429	146480	171576	202489	237345	272810	306982
006020	034873	060693	084341	116482	147070	171733	203518	237367	272976	307460
006818	035006	062684	084521	116756	147347	172017	203877	237393	272978	308507
007680	036619	063308	085646	117782	147383	172451	204509	237588	277839	310949
008300	037027	063900	085692	118295	147475	172630	204529	240151	278462	311108
011053	037093	064801	085881	119018	147877	173050	204615	241448	278637	311306
011715	038594	064821	086465	119149	148171	174905	205182	241727	278725	314274
011947	038666	065480	086791	119438	148184	176059	206929	242092	279603	314949
013286	038953	066265	088663	119840	148346	176485	207500	242361	279737	314995
013508	039705	067150	089483	121578	149252	176645	207599	243295	279863	315497
013815	041388	067567	089593	122367	149300	176757	208424	243333	280384	315626
015021	042688	067575	090155	122518	149841	177688	208546	244236	280610	316756
015523	042734	067623	090503	122628	149986	178545	208781	244837	280743	317774
015810	043536	067858	091503	122698	150278	178659	210956	245607	281402	318699
016311	043838	068044	092207	122836	150355	180649	212170	245848	281915	319966
016929	043866	068106	092804	124099	150776	181015	213058	246300	281976	320049
018365	043930	068137	093033	124926	150893	181216	213500	247506	282118	320386
018727	044194	069199	094029	125038	151807	181501	215072	249178	282276	320736
019298	044352	069464	094196	125216	151833	182777	217377	249382	282356	321546
019703	045098	070491	095642	125303	152764	183344	218343	249438	282457	321867
020922	045369	070605	096031	125561	152951	183778	220172	249800	282820	322692
021190	045561	071396	096124	125582	153533	184242	220361	251936	284042	322929
021238	045590	071638	096278	126290	153830	184646	220791	252384	284307	324001
022268	045592	071665	096922	127468	154165	184889	221589	253716	284464	324091
