               DRAW OF Rs.25000/- Denomination Premium Prize Bonds (Registered)

				 HELD AT PESHAWAR
Draw No. 14th									

Series:	Common Draw					Date: 10/06/2024

----------------------------------------------------------------------------------


First Prize of Rs. 30,000,000/-

450863	764714
----------------------------------------------------------------------------------


Second Prize of Rs.10,000,000/- Each


047999	355844	372215	509195	946848

----------------------------------------------------------------------------------	

										
14TH DRAW OF RS. 25,000/- DENOMINATION PREMIUM PRIZE BONDS (REGISTERED) 												
HELD ON 10-06-2024 AT SBP BSC PESHAWAR 												
(700 Prizes of Rs.300,000/- Each)												

000780	063129	136351	199342	297962	367947	446503	524906	601268	680759	789858	871784	942650
002103	063804	140662	202498	298652	368075	448647	529134	603061	683045	790583	872369	944805
002579	064650	142805	202615	299825	368935	452281	529663	604829	683441	791118	873181	945999
006303	064861	145121	202922	302498	370023	454178	532241	606406	690446	792693	876885	946095
006504	065247	147252	204709	302742	371203	459835	534435	607544	691280	794264	878116	947207
006773	065276	147796	207034	303363	374464	460108	535094	610840	691285	798995	878731	947707
006907	065834	148015	209173	303982	374844	462485	536729	610903	692092	799716	880419	947788
007711	066616	148167	210394	304405	375737	462505	539352	612241	692446	799769	882118	949430
008093	066817	148387	213985	305350	378546	462525	541664	612412	695181	800470	884674	950646
009542	067672	148638	215335	305584	383746	466871	541889	612941	695586	801794	884821	951399
011756	068514	148836	218729	308164	384706	466994	546313	614874	698521	802492	886057	953818
012515	069053	150398	223955	308450	384863	467794	547430	614878	698809	803693	886262	954873
013059	070699	153049	224921	310678	385124	472376	548231	618932	703687	805456	886408	955871
013275	071750	153357	227308	311435	385935	473083	551011	620791	705693	807485	886423	959463
014840	072081	153378	228909	311729	386574	473151	551054	621372	707665	809041	886599	961254
014892	072399	153388	230301	311935	386817	473602	551502	623549	707900	810480	886621	961273
016849	073315	153568	230908	312664	386826	474083	551528	627631	709498	810683	887275	962903
017408	073776	156112	231542	314407	386899	477065	554809	629334	713024	811720	888549	971697
017900	076312	159459	231675	314466	388907	478242	558828	629996	720796	812285	888721	971930
017957	076759	162362	231982	315382	389016	478348	559240	631093	723755	813555	889457	972396
018910	077079	162992	232634	318751	389316	478726	563024	631837	725250	816943	891455	976853
021598	077940	164662	236720	319246	391154	478993	563710	631877	728190	817083	893817	979097
023800	081701	166591	237798	320862	394082	479133	564771	631947	728591	820254	895231	982341
023840	082897	168505	238665	323671	394727	486251	566384	632145	729828	820975	895426	983041
024434	083606	169615	240870	323868	395647	486253	567495	636598	735902	826487	896959	983120
025664	084879	169677	241338	327019	397814	486862	568472	637131	736308	827648	900974	983426
026155	084972	170218	249257	327191	397906	487728	568679	637929	736318	827841	901764	983531
026427	085170	172097	249562	332546	398621	488281	569009	639728	736331	828180	902293	985916
027949	087108	172145	249810	333320	399335	491073	569955	641291	737640	828295	903583	986663
029953	089985	172674	251046	335379	404868	491451	571250	643716	744285	828582	904085	987845
030055	090011	173702	252548	337291	407039	493417	572369	643809	748771	831087	904133	987902
031626	090128	174271	260170	337773	407612	497204	575407	644975	752872	831135	904991	990207
031732	090737	175027	260803	337793	408682	501872	577375	644980	754042	839973	905995	990654
032089	090847	175924	260809	338687	410964	502367	577442	649560	754923	842165	906770	995436
032825	091252	179308	262682	340498	411473	503433	578412	652891	755823	842277	910544	995522
033257	094740	179880	263164	340934	411686	503737	578707	653692	756617	843925	911772	998470
034960	096300	181565	264830	340978	412278	503921	579065	653843	760314	843993	914059	999446
035984	097423	182643	266710	345516	414991	505150	580137	657647	763607	846291	917574	999456
036809	100777	184048	267345	345932	415063	508383	580860	659059	766678	846641	918834	999674
038704	101917	184326	268578	347971	415083	508761	581015	659166	769995	848109	919045	999935
039470	101947	184532	269638	348560	420111	508972	581727	659528	771360	848125	919242	******
039600	106615	187000	270954	350281	422295	511018	582883	660175	771446	849119	921556	******
039799	109318	188604	273190	352283	423679	511019	583876	660846	776093	850052	922653	******
040972	114047	188893	274661	352904	424513	511312	584700	661676	776985	851538	923043	******
042650	116120	189177	280727	354936	426085	512952	585131	663252	777364	855671	925363	******
042653	118691	189419	283840	355334	429203	513840	587415	664318	780177	856843	925966	******
044928	119008	190412	284287	355491	430634	514175	589395	664656	782483	862113	926207	******
046100	119408	190599	287710	355621	432703	515186	590061	665271	785156	862770	927203	******
048143	126655	191382	289460	355673	434481	516272	591723	665316	785384	862795	928890	******
052664	126985	191504	290562	355748	436721	516818	592234	666598	785870	863440	929881	******
053523	128528	193086	292879	356474	437793	521412	593925	666887	785882	864191	929890	******
056731	130355	194388	294627	357411	438885	521899	594210	670545	786893	864988	933202	******
057550	130609	194567	295042	363734	439803	523552	599344	670642	787207	867438	936029	******
060813	133104	198168	295588	364280	442970	524029	599657	674228	788584	869661	941921	******
063029	136155	198827	296457	365930	444450	524438	600446	676556	788865	871673	941946	******
