                         DRAW OF Rs.100/- PRIZE BOND
                               HELD AT FAISALABAD
Draw No.:  32nd                                               
Series  : COMMON DRAW            			Date : 16/11/2020


--------------------------------------------------------------------------------------------
First Prize of Rs. 700,000/-

466358
--------------------------------------------------------------------------------------------
Second Prize of Rs.200,000/- Each

086187    248360    394957

--------------------------------------------------------------------------------------------
Third Prizes of Rs.1,000/- Each (1199 Prizes)

001259	040254	086215	135930	175319	216698	257622	294563	336687	384013	421924
001314	041767	088082	137353	175376	217401	257988	295986	337251	385313	422156
001318	041778	088863	138439	175381	219798	258930	296768	337462	385455	422716
001529	043248	088992	138947	176682	220820	258995	297009	339018	386109	423022
001924	043471	090346	139238	177121	221811	259445	297438	340045	387223	423563
002676	044773	092846	139322	177299	222302	260486	299302	341341	387484	423847
003078	044801	094373	140939	177342	222353	260530	299702	341538	388485	424261
004252	045199	094751	141441	177629	223143	261973	299821	341704	388808	426308
004764	046147	095343	141462	178310	227337	262743	300745	342228	389482	426329
005789	047597	096284	141789	179095	228012	264451	300798	342412	389575	426923
006200	048286	097763	141807	180034	228285	265465	301477	342910	389611	430255
007601	049053	099983	142503	180700	228496	265585	301864	345133	390574	432666
008032	049518	103725	146062	180914	228627	265916	303953	345506	391920	432837
009332	054462	104481	148500	181989	229372	267624	304293	346207	394459	433060
012274	054475	105195	149326	182107	233120	268513	304319	348178	394747	433139
013013	055429	105258	150942	182198	235102	268918	304573	348982	395342	433279
013501	055471	105529	151583	182236	235309	269681	305514	349873	395846	433601
014450	057799	105569	151658	182641	235351	270986	306097	351512	397093	434599
014475	058891	106768	153049	182837	235369	271484	306115	352550	397569	435406
014758	060346	108448	156965	184561	235537	272562	307398	353186	397884	436092
015292	063609	108503	157843	185701	235920	273073	307797	353206	398666	436103
015729	064945	109357	157952	187296	236192	273448	309336	355447	400431	436396
016843	065114	111719	158072	188405	239272	273481	310090	357191	400911	438907
017098	065639	113012	158474	188411	239331	274528	312441	358339	401877	439533
017484	066195	114130	159020	189168	239640	274796	312903	358433	402357	440642
017968	067183	114283	159170	189350	240338	275163	315347	359541	402454	440978
020347	067828	114366	159319	190516	240953	275483	315462	360033	402498	441475
020722	068730	114711	160215	191859	241111	277895	315484	360562	402713	441666
020973	068917	116674	161059	191973	241219	277902	315926	361213	404337	442700
021827	069505	117609	162982	192525	241929	278708	316590	361682	404599	442993
022625	069696	117954	163336	196038	243667	279087	317164	361890	406438	444226
023066	070833	120279	164747	197650	244331	280293	317590	362009	406753	445552
023302	070838	121621	164778	198162	244657	280306	318327	362261	406889	447597
026249	070878	122302	164855	199843	245619	280327	319281	362653	406897	448056
026947	070880	123044	165437	200631	246436	283911	319385	365511	407810	448188
029659	070917	123615	165718	200678	247094	284882	319651	367809	408856	450874
029785	070958	123808	165757	200870	247200	284889	319748	369203	408959	450954
029974	070983	125038	165762	202464	247215	285173	320338	369290	409006	454371
030343	071268	125304	166242	203415	247350	285226	320872	369389	409316	454389
030817	072788	125463	166247	203602	248151	286269	322520	369596	411028	455954
031372	074700	126296	166689	203678	248162	286519	323546	370131	412316	456365
031562	078751	126622	166715	204219	249045	287091	323552	371625	414793	456572
032540	078890	129074	167227	204525	249190	287606	323645	373601	414978	456803
033347	079729	129149	167977	204618	249279	288114	325572	374777	416317	458632
033390	080505	129640	169742	204656	249388	288353	326086	377356	416730	458791
033937	080600	130369	171025	207497	249732	288604	326784	377480	417777	458904
035813	080821	132382	171062	209466	251331	288750	329807	377486	418500	459392
036572	082680	133108	171562	213251	252239	289027	330382	379158	418667	460208
036635	083628	133171	173624	214017	254701	289042	332834	381933	421315	460251
037392	083659	133814	174439	214201	256190	289411	335235	382823	421336	461466
038540	083835	133909	174685	214346	256595	289449	336432	383839	421381	461976
040234	085415	135388	174766	214610	257478	292421	336462	383893	421523	463389


464083	489931	551788	600090	634052	685167	731714	778900	833796	868070	908147
465194	490968	552759	602375	634456	686074	733235	780434	834888	870718	908780
466250	492123	554475	602705	634589	688206	733937	780516	835750	870757	908782
467491	492452	555440	603278	634867	688643	735350	781771	835828	871039	910874
468066	493813	556150	603279	635875	688805	736053	782555	836396	871777	911592
468229	497915	558001	603998	635996	688898	736871	783307	836475	871937	912465
468596	498538	558045	604691	637094	693155	737914	783308	836665	874254	913229
469220	501853	558393	604884	637787	694461	739840	786262	836829	874698	914055
469561	505365	558615	605128	638604	694951	740063	786450	837241	875820	914145
470569	508681	558855	607166	639381	696231	742122	786648	837500	876153	914655
470597	508684	560158	608981	639820	696902	742248	787950	837669	880186	916808
470625	509571	560164	610206	640682	697003	742753	788673	837694	880768	917820
471501	510462	560273	611427	640740	699360	743672	789310	837717	881124	917921
471541	510768	560541	611430	643428	700297	747027	790910	837834	881927	920091
471763	511415	561230	613292	644040	701146	747609	792012	838126	882537	921662
472461	514698	563105	614071	645841	701153	747752	792950	839557	882852	921677
472968	519805	563804	616193	646982	705268	748773	795500	839947	884450	923822
473229	520435	564276	616483	647107	705619	750377	796538	841706	884627	924052
473311	520692	564578	617794	647322	706045	751028	798019	842122	886194	925000
474029	521976	565114	617847	650861	709555	752480	798076	846473	886274	925290
474303	522135	566684	617972	650952	709569	753281	800012	847132	886397	926043
474931	522367	566697	619507	652210	710358	753358	800102	847461	886526	926744
475861	524951	567750	619638	652874	710529	753846	800151	848668	887091	926862
475863	525399	569190	622182	653393	712633	754028	802889	849258	888220	928622
477154	525888	570358	622276	653394	713702	755028	804834	850707	888280	929952
477500	526639	571730	622324	654530	715919	755546	807824	851351	888686	931698
479924	528135	572190	622725	655383	716417	755985	808426	851833	888867	935254
480144	528139	573011	623048	655693	717225	756343	808758	851862	890103	936281
481131	529412	573494	623403	656121	717509	756414	809365	852003	890668	936685
482351	529567	575026	623670	657168	717647	756622	810683	852772	890723	938920
482995	529838	576185	624041	659420	718827	756714	812750	853730	890728	939824
484520	531636	577053	624172	661545	719067	756965	813994	853834	891683	940071
484612	534349	578678	624321	665003	722738	757271	815455	854005	892111	942470
484901	535799	581098	624461	665703	722906	758785	816967	854548	892154	942479
485248	535863	583038	624561	666289	723176	759008	817544	855162	892461	942660
486676	536385	583120	624851	667445	723212	759133	817898	855634	892875	943734
487132	539801	583751	624871	668048	724073	759825	820632	855807	894077	943787
487222	539981	583974	624931	668162	724530	760173	821003	856109	895243	945961
487340	540151	584162	626132	668473	724593	762915	821319	857095	895271	946011
487342	541787	585509	626207	668732	724979	764482	821913	859005	895873	949486
487592	541832	586374	626289	669027	726086	765565	823339	860107	896568	949571
487662	543040	586620	627253	670986	726348	768265	824779	860214	897715	949675
487712	543093	586812	627751	671050	727276	768655	824871	862028	897810	951373
487915	543297	587597	627781	672321	727292	769460	826164	863400	899216	951885
487952	544209	589343	628145	678344	727421	771266	826572	863661	899238	951901
488189	544737	590061	629881	679388	727804	771846	826672	863920	900247	952725
488447	545420	592666	630756	679510	728666	773225	829468	863983	905954	953329
488575	545474	593820	631177	679641	728900	773892	829853	866018	906135	953427
488585	547066	594260	631352	681974	728906	774208	830367	866417	906947	954071
488669	547068	597806	631841	684226	729331	775449	830491	866584	907427	954240
489008	549842	598245	631902	684341	729774	775457	831630	866877	907650	954430
489914	549966	598982	633918	684879	729987	776608	832508	867678	907656	954596



954955	995974	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx
955265	997930	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx
955420	999022	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx	xxxxxx
