48th DRAW OF RS.100/- DENOMINATION STUDENT WELFARE PRIZE BONDS										
HELD ON 15.11.2024 AT SBP BSC MULTAN	

First Prize of Rs. 700,000/-
146657

Second Prize of Rs. 200,000/- each
205608   351351   857183
									
"(1199 Prizes of Rs.1,000/- Each)"										
PART -II									Page No.1	
										
000469	040321	079930	125508	159987	210540	252078	310192	372754	409212	449465
003187	041359	081283	126114	160489	210862	253565	310308	373405	409650	449786
004349	041740	082506	126630	160879	210962	257645	310610	373627	410108	449945
004635	042535	082682	126828	161431	212245	258501	311062	375369	410651	450402
005269	043035	082918	127361	162056	212563	259573	311122	376185	410684	451580
005659	044652	084882	128128	162949	212682	260397	312220	376584	413357	452612
005793	045615	085712	129367	163511	212797	261672	313569	378650	414272	453104
007438	045844	085904	129632	164787	213516	261802	317236	378677	414545	453573
008808	045854	086101	131073	164957	214349	262839	317275	378868	414729	454078
009569	048818	089974	132056	165327	214777	262952	320079	381783	415080	455034
010331	048961	091305	133818	165827	215790	264261	321699	382411	415569	455060
010968	049147	092627	134615	166244	216897	264943	322919	383843	417564	455873
013259	049697	093803	134830	167731	216996	267630	323033	384512	418228	455878
014062	050025	094380	136246	169560	217162	267840	323106	384601	418332	457952
017537	051067	094946	136879	172070	217462	267956	325796	384657	418412	460684
017773	052023	095619	138076	174357	217560	268395	330127	384801	418682	461235
018857	053078	096460	138248	175835	218486	268428	330757	385516	418862	462411
020890	053596	096695	138577	176443	219975	268680	332395	385646	419332	462668
021437	054486	097304	138615	176848	220276	269360	334554	385698	419745	464084
021962	054846	097754	138866	177234	221170	272827	336034	385892	421963	464611
021993	055814	098500	139615	178265	221851	274399	336885	386204	422938	465641
023092	057206	098736	139719	179519	224737	275240	337032	386873	424405	466108
023198	057427	098917	140347	182379	225736	275827	338532	387983	425348	468309
024460	058151	099411	141522	183482	226213	275981	338633	391179	425512	468372
025464	058567	100167	141616	183550	226449	276365	339181	391489	426010	469236
025644	058747	101122	141662	185107	226698	276991	339748	391664	428015	469529
025812	058848	101159	142769	185591	227176	277724	340076	392172	428382	469638
026411	058927	101331	143492	185630	227233	278983	341977	392582	429037	470950
026792	059245	104359	143872	185982	227728	279612	341979	393696	430499	471495
026804	059459	104532	144494	187227	228018	280850	342122	393811	431381	472167
027953	059980	104915	144574	187859	228205	282277	342127	394198	431605	472978
028454	060690	105372	145241	188243	229146	282768	345764	394389	433633	473275
028877	060721	105727	145714	188295	229349	285197	347710	394865	434339	473505
030896	061180	105760	146689	189281	229416	286901	347810	395145	435081	473912
031366	063646	106206	147226	189316	229462	288211	348944	395749	435142	474028
031371	063695	107640	147663	190178	230962	291370	348988	397329	437010	474897
032147	064935	108235	148269	190912	234173	291559	349015	397851	437166	475766
033753	065591	108736	148389	192294	234533	292027	349715	398513	438053	477558
034054	066304	109037	149319	192819	234907	292254	355479	399896	438295	479521
034173	066329	109282	149632	193529	235378	292878	356211	400872	438887	479788
034473	068174	109447	149674	193757	236664	293995	358226	401990	440351	480066
034526	068949	109975	150760	194397	237862	294213	360826	402988	440468	480762
034571	068995	110062	150930	195372	238183	295141	361555	403217	441137	482131
034671	070228	111386	151399	197227	239249	297852	363012	404155	441502	483064
034857	071792	112727	151581	199310	239419	299225	363275	404741	441625	483260
035128	072829	114395	153835	199849	240709	300740	363588	405038	442467	483995
